"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"13444","9","DEFAULT","ROYAL OTTAWA GOLF CLUB","1405 AYLMER RD","","","GATINEAU","QC","J9H 7L2","CAN","819-777-3866","0","0"
"13931","9","DEFAULT","LAMBTON KENT SCH BRD (CHATHAM)","PO BOX 1000","","","CHATHAM","ON","N7M 5L7","CAN","519-354-3770","0","0"
"13944","A","DEFAULT","SOLLIO CO-OPERATIVE GROUP","225 INDUSTRIAL RD","","","OAK BLUFF","MB","R4G 0A5","CAN","204-895-9685","1500","1294"
"14469","9","DEFAULT","IMPERIAL PREC***ACCT CLOSED***","294 FIFTY ROAD","","","STONY CREEK","ON","L8E 5L1","CAN","905-643-4777","0","0"
"14476","5","DEFAULT","FAIRLEY & STEVENS LTD","580 WINDMILL RD","","","DARTMOUTH","NS","B3B 1B5","CAN","902-463-1220","1500","1051"
"14820","5","DEFAULT","MERCEDES TEXTILES LTD","5838 CYPIHOT","","","VILLE SAINT LAURENT","QC","H4S 1Y5","CAN","514-335-4337","4500","4500"
"15114","9","DEFAULT","ST VITAL CTR***ACCT CLOSED***","86-1225 ST MARYS RD","20 VIC MANAGEMENT INC","","WINNIPEG","MB","R2M 5E5","CAN","204-257-4449","0","0"
"15131","A","DEFAULT","G T WHOLESALE LTD","2480 WALKLEY ROAD","","","OTTAWA","ON","K1G 3R8","CAN","613-899-5366","3000","2706"
"15499","5","DEFAULT","RYKAR INDUSTRIES LTD","PO BOX 540","","","RED DEER","AB","T4N 5G1","CAN","403-358-3500","1000","1000"
"15539","5","DEFAULT","WOLF CREEK SCHOOL DIVISION #72","6000 HWY 2A","","","PONOKA","AB","T4J 1P6","CAN","403-783-3473","1000","1000"
"15652","9","DEFAULT","MECANIQUE J ***ACCT CLOSED***","225 ROYAL ST","","","ST-JOACHIM","QC","G0A 3X0","CAN","418-827-5100","0","0"
"15670","9","DEFAULT","JCM ENTERPRISES","RR #2","","","KINCARDINE","ON","N2Z 2X4","CAN","519-395-4529","0","0"
"15776","9","DEFAULT","GERMAIN JETTE MACHINERIES INC.","225 OXFORD","","","COWANSVILLE","QC","J2K 2M5","CAN","450-263-0858","0","0"
"15990","A","DEFAULT","CUTTING EDGE APPLIED TECHNOLOG","6 - THORNHILL DR","","","DARTMOUTH","NS","B3B 1S1","CAN","902-497-2320","5000","4839"
"15991","A","DEFAULT","SIEGER MECHANICAL MTNCE","80 BARBADOUS DR UNIT 29","","","SCARBOROUGH","ON","M1J 1K9","CAN","416-261-0084","3000","2765"
"15999","9","DEFAULT","WOODLAND ECH***ACCT CLOSED***","PO BOX 59","3 VICTORIA ST","","MAGNETAWAN","ON","P0A 1P0","CAN","705-387-3866","0","0"
"16129","5","DEFAULT","ELMSDALE LANDSCAPING LTD","113 ELMSDALE RD","","","ELMSDALE","NS","B2S 1K7","CAN","902-883-2291","3500","2049"
"16167","9","DEFAULT","STERLING TRUCK & TRAILER SALES","LTD","2326 NORTH RIDGE DR","","SASKATOON","SK","S7L 1B9","CAN","306-242-7988","0","0"
"16231","9","DEFAULT","FORBES CHEV ***ACCT CLOSED***","580 PORTLAND ST","","","DARTMOUTH","NS","B2W 2M3","CAN","902-434-4000","0","0"
"16266","5","DEFAULT","ABRAM REFRIGERATION","1606 LONDON LINE","","","SARNIA","ON","N7W 1A8","CAN","519-542-3475","2000","1387"
"16294","9","DEFAULT","AIR CANADA ***ACCT CLOSED***","C/O GSE DEPT","1 BELL BLVD COMP #1650","","ENFIELD","NS","B2T 1K2","CAN","902-873-2014","0","0"
"16299","5","DEFAULT","EASTERN CANADA RESPONSE NS","41 MOUNT HOPE AE.","","","DARTMOUTH","NS","B2X 4R4","CAN","613-230-7369","2000","1535"
"16323","9","DEFAULT","NATIONAL GYP***ACCT CLOSED***","1707 #2 HWY","","","MILFORD STN","NS","B0N 1Y0","CAN","902-758-3256","0","0"
"16399","9","DEFAULT","MERSEY SEAFOODS LTD","PO BOX 1290","","","LIVERPOOL","NS","B0T 1K0","CAN","902-354-3467","0","0"
"16429","9","DEFAULT","LES POMMES DE TERRE ***ACCT CLOSED***","133 RTE 391","ATT:ALAIN AUDY","","ST EUGENE DE GUIGUES","QC","J0Z 3L0","CAN","819-785-3151","0","0"
"16430","9","DEFAULT","ORION BUS ***ACCT CLOSED***","350 HAZELHURST ROAD","","","MISSISSAUGA","ON","L5J 2Z7","CAN","905-403-1111","0","0"
"16436","9","DEFAULT","ONTARIO*****ACCT CLOSED****","RR 1 9630 HWY 17 E","","","BRUCE MINES","ON","P0R 1C0","CAN","705-785-3833","0","0"
"16441","3","DEFAULT","BIRD CONSTRUCTION GROUP","1055 ERIN ST","","","WINNIPEG","MB","R3G 2X1","CAN","204-775-7141","3000","1645"
"16521","9","DEFAULT","KINDERSLEY CO***ACCT CLOSED***","PO BOX 2620","","","KINDERSLEY","SK","S0L 1S0","CAN","306-463-6669","0","0"
"16565","9","DEFAULT","SOUTH THOMPSON MOTORS & RV EX","2449 ETC HWY","","","KAMLOOPS","BC","V2C 4A9","CAN","250-374-4949","0","0"
"16620","3","DEFAULT","QUALITY CONCRETE","20 MACDONALD AVENUE","BURNSIDE INDUSTRIAL PARK","","DARTMOUTH","NS","B3B 1C5","CAN","902-468-9800","2000","1232"
"16622","9","DEFAULT","HALIFAX WATER***ACCT CLOSED***","PO BOX 8388, STATION ""A""","","","HALIFAX","NS","B3K 5M1","CAN","902-490-4813","0","0"
"16867","A","DEFAULT","KEN & BRENDA REGEHR FEED YARDS","4516 HULLCAR ROAD","","","ARMSTRONG","BC","V0E 1B4","CAN","250-546-6205","3500","2896"
"16971","9","DEFAULT","TECHCAN SASK***ACCT CLOSED***","PO BOX 21060 2105 - 8TH ST.E","","","SASKATOON","SK","S7H 5N9","CAN","306-955-7220","0","0"
"17026","A","DEFAULT","HAWKEYE HOLDINGS LTD","3396 SEXSMITH ROAD","","","KELOWNA","BC","V1V 1L6","CAN","250-765-7007","1000","859"
"17171","9","DEFAULT","AFI HYDRO INC***ACCT CLOSED***","6 ADAMS ST","","","PARIS","ON","N3L 3X4","CAN","519-442-7884","0","0"
"17201","9","DEFAULT","JIM FOGARTY H***ACCT CLOSED***","RR 1","","","KENSINGTON","PE","C0B 1M0","CAN","902-836-5391","0","0"
"17221","9","DEFAULT","GULL LAKE RM***ACCT CLOSED***","PO BOX 58","","","GULL LAKE","SK","S0N 1A0","CAN","306-672-4430","0","0"
"17235","A","DEFAULT","BERNARDS WELDING LTD EX","96 SANDY HILL RD","RR #1","","BEDEQUE","PE","C0B 1C0","CAN","902-887-3334","2000","2000"
"17265","9","DEFAULT","LARCHE INDUSTRIAL**CLOSED****","PO BOX 847","","","DIGBY","NS","B0V 1A0","CAN","902-245-2171","0","0"
"17358","9","DEFAULT","BEISEKER VILLAGE**CLOSED***","PO BOX 349","","","BEISEKER","AB","T0M 0G0","CAN","403-947-3774","0","0"
"17526","9","DEFAULT","LEONS FURNIT***ACCT CLOSED***","947 WHARNCLIFFE RD S","","","LONDON","ON","N6J 1L9","CAN","519-680-2111","0","0"
"17529","9","DEFAULT","R.I.*****ACCT CLOSED****","201 WEST BEAR POINT ROAD BEAR POINT","","","SHAG HARBOUR","NS","B0W 3B0","CAN","902-723-2380","0","0"
"17629","9","DEFAULT","RAPID *****ACCT CLOSED*****","1145 INDUSTRIAL DR","","","ARMSTRONG","BC","V0E 1B6","CAN","250-546-9676","0","0"
"17782","9","DEFAULT","VALLEY DOOR ***CLOSED***","1663 MAIN ST E","PO BOX 1696","","SWAN RIVER","MB","R0L 1Z0","CAN","204-734-3671","0","0"
"17789","3","DEFAULT","BLACK & MCDONALD EX WPG","401A WESTON ST","","","WINNIPEG","MB","R3E 3H4","CAN","204-786-5776","5000","5000"
"17851","A","DEFAULT","GENERAL WINDOW PRODUCTS","753 MARION ST","","","WINNIPEG","MB","R2J 0K6","CAN","204-233-4291","2000","2000"
"17853","9","DEFAULT","AGF***ACCT CLOSED***","161 JOSEPH ZATZMAN","","","DARTMOUTH","NS","B3B 1M7","CAN","902-000-0000","0","0"
"17917","9","DEFAULT","VANDEN BUSS***ACCT CLOSED***","PO BOX 304","970 JAMES STREET (HWY #3 S)","","DELHI","ON","N4B 2X1","CAN","519-582-2380","0","0"
"17918","A","DEFAULT","ASHBURN GOLF CLUB","PO BOX 22038","","","HALIFAX","NS","B3L 4T7","CAN","902-443-8260","3000","3000"
"17937","9","DEFAULT","G RICHARD DRILLING LTD","PO BOX 66","10 KM WEST OF SPIRIT RIVER HWY 49","","SPIRIT RIVER","AB","T0H 3G0","CAN","780-864-2339","0","0"
"17939","5","DEFAULT","TRANSPORTATION & COMM WINDSOR","PO BOX 160","","","WINDSOR","NS","B0N 2T0","CAN","902-757-2929","2000","1680"
"17997","9","DEFAULT","J F R ENT***ACCT CLOSED****","BOX 19 GRP 5","RR 2","","DUGALD","MB","R0E 0K0","CAN","204-444-3193","0","0"
"18038","A","DEFAULT","WO STINSON & SON","4726 BANK ST","","","GLOUCESTER","ON","K1T 3W7","CAN","613-822-7400","2000","1609"
"18064","3","DEFAULT","BRANDON CHRYSLER DODGE EX","JEEP RAM","3250 VICTORIA AVE","","BRANDON","MB","R7B 3Y4","CAN","204-728-3396","1000","960"
"18139","9","DEFAULT","WATERWORKS CONSTRUCTION LTD","11 POSEIDON COURT","","","DARTMOUTH","NS","B2Y 4T9","CAN","902-422-5516","0","0"
"18214","9","DEFAULT","PARKLAND NURSERY & LANDSCAPE S","PO BOX 25004 RPO DEER PARK","","","RED DEER","AB","T4R 2M2","CAN","403-340-8755","0","0"
"18218","A","DEFAULT","ALLOY CASTING INDUSTRIES","374 HAMILTON RD","","","NEW HAMBURG","ON","N3A 2K2","CAN","519-662-3111","1000","572"
"18263","9","DEFAULT","4 SEASON MT***ACCT CLOSED***","PO BOX 644","350-5 KAIEN RD","","PRINCE RUPERT","BC","V8J 3S1","CAN","250-624-6006","0","0"
"18345","9","DEFAULT","E&G AUTO EX","926 EDWARD ST","","","ESTEVAN","SK","S4A 1S7","CAN","306-634-5431","0","0"
"18426","5","DEFAULT","P & H MILLING GROUP HALIFAX","730 MARGINAL RD","","","HALIFAX","NS","B3H 0A1","CAN","902-429-0622","2000","1232"
"18430","9","DEFAULT","NEWALTA CORP**ACCT CLOSED**","RR 3, SITE 1, BOX 36","","","GRANDE PRAIRIE","AB","T8V 5N3","CAN","780-538-4422","0","0"
"18463","A","DEFAULT","WURTZ BROS LTD","PO BOX 70","","","SIDNEY","MB","R0H 1L0","CAN","204-466-2824","1500","1303"
"18586","5","DEFAULT","FORT QU'APPELLE TOWN OF","PO BOX 309","","","FORT QU'APPELLE","SK","S0G 1S0","CAN","306-332-5266","2000","764"
"18598","A","DEFAULT","GEORGE SOLOMON & SONS EX","PO BOX 359","17588 HWY 17 WEST","","DRYDEN","ON","P8N 2Z1","CAN","807-937-3243","7000","3713"
"18607","9","DEFAULT","L R C BENEA***ACCT CLOSED***","502 RANG TACHE OUEST","","","ST FELICITE","QC","G0R 4P0","CAN","418-576-3385","0","0"
"18618","9","DEFAULT","SACKVILLE SP***ACCT CLOSED***","409 GLENDALE DRIVE","","","LOWER SACKVILLE","NS","B4E 2J1","CAN","902-869-4141","0","0"
"18804","9","DEFAULT","YELLOWHEAD RD****ACCT CLOSED**","PO BOX 6937","","","FORT ST JOHN","BC","V1J 4J3","CAN","250-262-2604","0","0"
"18916","A","DEFAULT","SASKARC INDUSTRIES INC","PO BOX 990","","","OXBOW","SK","S0C 2B0","CAN","306-483-5055","5000","5000"
"19024","9","DEFAULT","AMBER CONTRAC***ACCT CLOSED***","PO BOX 727","","","DARTMOUTH","NS","B2Y 3Z3","CAN","902-468-7324","0","0"
"19149","A","DEFAULT","BUILD NOVA SCOTIA","HISTORIC PROPERTIES - THE RED STORE","1875 UPPER WATER ST SUITE 301","","HALIFAX","NS","B3J 1S9","CAN","902-422-6591","3000","1980"
"19150","A","DEFAULT","TETRA TECH CANADA INC KELOWNA","14940 - 123 AVE","","","EDMONTON","AB","T5V 1B4","CAN","250-862-4832","1500","1452"
"19171","9","DEFAULT","PUBLIC SAFETY***ACCT CLOSED***","PO BOX 9732 STN T","MATERIAL MANAGEMENT","","OTTAWA","ON","K1G 4G4","CAN","613-842-1194","0","0"
"19247","9","DEFAULT","SMITH & MCCAR***ACCT CLOSED***","PO BOX 262","41 JAMES BOYLE DR","","MOUNT UNIACKE","NS","B0N 1Z0","CAN","902-866-1079","0","0"
"19361","A","DEFAULT","REGIONAL SPRING DIST","584 FALCONBRIDGE ROAD","","","SUDBURY","ON","P3A 4S4","CAN","705-566-1509","2000","1921"
"19415","A","DEFAULT","ABERDEEN PAVING LTD","798 HAMMONDS PLAINS RD","","","BEDFORD","NS","B4B 1B1","CAN","902-835-3341","5000","3325"
"19494","5","DEFAULT","B.D.R. SERVICES LTD EX","11 YARD ST","","","WINNIPEG","MB","R2W 5J6","CAN","204-586-8227","3500","3245"
"19510","5","DEFAULT","MAXIM INT'L TRUCKS - BROOKSIDE","1860 BROOKSIDE BLVD","RR 2 STN MAIN","","WINNIPEG","MB","R3C 2E6","CAN","204-790-6599","5000","2925"
"19512","5","DEFAULT","CALGARY HOUSING AUTHORITY","SUITE 800 615 MACLEOD TRAIL SE","","","CALGARY","AB","T2G 4T8","CAN","587-390-1200","2000","2000"
"19703","9","DEFAULT","JEROME GENER***ACCT CLOSED***","RR #3,LOT 10,CONCESSION 4","DERBY TWP","","OWEN SOUND","ON","N4K 5N5","CAN","519-371-4078","0","0"
"19779","A","DEFAULT","BANFIELD ELEC & CONTRACTING LT","10-201 BROWNLOW AVE","","","DARTMOUTH","NS","B3B 1W2","CAN","902-468-2309","1000","909"
"19780","9","DEFAULT","TRANSPORTATION BRIDGEWATER","PO BOX 409 HEDVILLE","","","BRIDGEWATER","NS","B4V 2X6","CAN","902-543-4441","0","0"
"19877","9","DEFAULT","FER-MARC EQUI***ACCT CLOSED***","153 - 5TH AVENUE E","","","REGINA","SK","S4N 0A8","CAN","306-569-9041","0","0"
"19950","9","DEFAULT","MANDAKO AGRI***ACCT CLOSED***","PO BOX 379","","","PLUM COULEE","MB","R0G 1R0","CAN","204-829-3092","0","0"
"19998","3","DEFAULT","PREMIER TRUCK GROUP","45 BERGEN CUTOFF ROAD","","","CENTREPORT","MB","R4B 0A6","CAN","204-694-3000","3000","1518"
"19999","5","DEFAULT","QUALITY MANAGEMENT","PO BOX 521 STN MAIN","","","WINNIPEG","MB","R3C 2J3","CAN","204-452-0110","1000","1000"
"20013","9","DEFAULT","C.E. HARRISON & SONS LTD","404 MACDONALD RD","","","AMHERST","NS","B4H 3Y4","CAN","902-254-3636","0","0"
"20070","3","DEFAULT","THE SHAW GROUP LTD EX","1101 HIGHWAY 2","","","LANTZ","NS","B2S 1M9","CAN","902-883-2201","4000","2907"
"20071","9","DEFAULT","METAL MARQUIS INC","159 9E AV E","ATT: MARCEL HINCE","","LA SARRE","QC","J9Z 2L1","CAN","819-333-4816","0","0"
"20195","9","DEFAULT","BRANDT TRACTOR C&F/MH","PO BOX 3856","HIGHWAY #1 EAST","","REGINA","SK","S4P 3R8","CAN","506-458-8380","0","0"
"20203","9","DEFAULT","ALTSEIMER ENT LTD","RR 1","","","KEARNEY","ON","P0A 1M0","CAN","705-636-1474","0","0"
"20205","9","DEFAULT","FARM WORLD ***ACCT CLOSED***","PO BOX 430","","","KINISTINO","SK","S0J 1H0","CAN","306-864-3666","0","0"
"20210","9","DEFAULT","CANADIAN LINEN - LONDON","155 ADELAIDE ST SOUTH","","","LONDON","ON","N5Z 3K8","CAN","519-686-5000","0","0"
"20258","5","DEFAULT","GREEN INFRASTRUCTURE PARTNERS","INC","6544 ROTHBOURNE RD","","CARP","ON","K0A 1L0","CAN","613-839-2816","3000","489"
"20260","9","DEFAULT","LOU'S SERV CTR***ACCTCLOSED***","60 REGLAN ST N","","","RENFREW","ON","K7V 1N6","CAN","613-432-4123","0","0"
"20276","5","DEFAULT","PRIME MATERIAL HANDLING EQUIP","1 CANAL ST","","","DARTMOUTH","NS","B2Y 2W1","CAN","902-468-1210","5000","4509"
"20277","9","DEFAULT","UTIL CANADA***ACCT CLOSED***","270 SPINNAKER WAY","","","CONCORD","ON","L4K 2W1","CAN","905-760-8088","0","0"
"20288","9","DEFAULT","STAJAS OILFLD***ACCT CLOSED***","PO BOX 3669","STN MAIN","","SPRUCE GROVE","AB","T7X 3A9","CAN","780-960-6087","0","0"
"20296","9","DEFAULT","TILBURY TRADES","13920 TECUMSEH RD RR#5","","","TILBURY","ON","N0P 2L0","CAN","519-682-3116","0","0"
"20438","3","DEFAULT","TOROMONT CAT (MARITIMES)","PO BOX 1200","","","POINTE-CLAIRE","QC","H9R 4R6","CAN","902-468-0581","3000","2989"
"20484","9","DEFAULT","HIGH LINER FOODS***CLOSED****","PO BOX 910","","","LUNENBURG","NS","B0J 2C0","CAN","902-634-8811","0","0"
"20513","9","DEFAULT","MID CITY MOTORS (FLIN FLON)***ACCT CLOSE","83 HILL ST","ATT:DARRELL","","FLIN FLON","MB","R8A 1J2","CAN","204-687-5080","0","0"
"20652","A","DEFAULT","NOVA TILE & MARBLE LTD","92 THORNHILL DRIVE","","","DARTMOUTH","NS","B3B 1S3","CAN","902-468-2945","2000","1966"
"20665","9","DEFAULT","GREAT WEST SR***ACCT CLOSED***","BOX 43","","","STRATTON","ON","P0W 1N0","CAN","807-483-5333","0","0"
"20689","5","DEFAULT","STRUCTURAL COMPOSITE TECH LTD","UNIT 200 - 100 HOKA ST","","","WINNIPEG","MB","R2C 3N2","CAN","204-668-9320","4000","2661"
"20791","9","DEFAULT","SHELBURNE DIESEL","40 HERO RD RR #2","","","SHELBURNE","NS","B0T 1W0","CAN","902-875-2121","0","0"
"20795","5","DEFAULT","CANAM GROUP INC","1739 DREW RD","","","MISSISSAUGA","ON","L5S 1J5","CAN","905-671-3460","3000","3000"
"21066","9","DEFAULT","WERBISKI CONS***ACCT CLOSED***","PO BOX 12","","","RORKETON","MB","R0L 1R0","CAN","204-732-2480","0","0"
"21107","9","DEFAULT","GRAVENHURST ***ACCT CLOSED***","3 5 PINERIDGE GATE","","","GRAVENHURST","ON","P1P 1Z3","CAN","705-687-3412","0","0"
"21370","A","DEFAULT","AGRIFJORD INC","3800 CH DE L'EGLISE","","","LATERRIERE","QC","G7N 0B1","CAN","418-549-6979","3000","1949"
"21408","9","DEFAULT","VAE NORTRAK***ACCT CLOSED***","400 PANDORA AVE W","","","WINNIPEG","MB","R2C 3A5","CAN","204-982-8725","0","0"
"21437","9","DEFAULT","MEEHANS GARAGE","2370 HWY 14 RR 1","","","UPPER ROWDON HANTS CO","NS","B0N 2N0","CAN","902-632-2884","0","0"
"21460","9","DEFAULT","FRISBY TIRE CO***CLOSED***","1377 CLYDE AVENUE","","","NEPEAN","ON","K2G 3H7","CAN","613-224-2200","0","0"
"21517","5","DEFAULT","CANCADE FIRE RESTORATION SERVI","215 COLLEGE AVE","","","BRANDON","MB","R7A 7E2","CAN","204-728-8909","1500","819"
"21573","5","DEFAULT","AUTOPORT LIMITED","VN 117623","PO BOX 9","","EASTERN PASSAGE","NS","B3G 1M4","CAN","902-465-6050","5000","4596"
"21626","5","DEFAULT","NSCC I W AKERLEY CAMPUS","21 WOODLAWN ROAD","","","DARTMOUTH","NS","B2W 2R7","CAN","902-491-4900","5000","4590"
"21841","9","DEFAULT","CARDSTON HS ***ACCT CLOSED****","PO BOX 2790","","","CARDSTON","AB","T0K 0K0","CAN","403-653-4951","0","0"
"21848","A","DEFAULT","WATFORD TRUSS","330 FRONT STREET","","","WATFORD","ON","N0M 2S0","CAN","519-876-2612","2000","2000"
"21873","3","DEFAULT","MARID INDUSTRIES","99 WINDSOR JUNCTION RD","","","WINDSOR JUNCTION","NS","B2T 1G7","CAN","902-860-1138","5000","4286"
"21891","9","DEFAULT","CONITE**ACCT CLOSED**","69 JAMIE AVENUE","","","NEPEAN","ON","K2E 7Y6","CAN","613-225-2524","0","0"
"21903","9","DEFAULT","GUDGEON FARM","4660 # 14 HWY","MARTOCK RR#3","","WINDSOR","NS","B0N 2T0","CAN","902-798-3192","0","0"
"22309","9","DEFAULT","CHEM TECH SER***ACCT CLOSED***","PO BOX 100","","","HEAD CHEZZETCOOK","NS","B0J 1N0","CAN","902-827-2587","0","0"
"22625","9","DEFAULT","CALTA WELD***ACCT CLOSED***","2240 BARNES ST.","","","PENTICTON","BC","V2A 6T5","CAN","250-492-6181","0","0"
"22911","9","DEFAULT","O J PIPELINE***ACCT CLOSED***","1409 - 4TH STREET","","","NISKU","AB","T9E 7M9","CAN","780-955-3900","0","0"
"23065","A","DEFAULT","BLUENOSE WELL DRILLING LTD","2371 LAWRENCETOWN ROAD","","","LAWRENCETOWN","NS","B2Z 1L7","CAN","902-829-2474","3000","2150"
"23093","9","DEFAULT","CIRCLE J FARM***ACCT CLOSED***","1200 MCLEAN RD","","","QUALICUM BEACH","BC","V9K 1W5","CAN","250-752-5139","0","0"
"23109","9","DEFAULT","BLUE WATER AG***ACCT CLOSED***","40 TOPPLE DRIVE","","","DARTMOUTH","NS","B3B 1L6","CAN","902-468-4900","0","0"
"23130","5","DEFAULT","CREATIVE DOOR SERVICES LTD","14904 - 135 AVE NW","","","EDMONTON","AB","T5V 1R9","CAN","780-483-1789","2000","2000"
"23187","9","DEFAULT","BILL HARRIS TRANSPORT LTD","PO BOX 941","","","SHELBURNE","NS","B0T 1W0","CAN","902-875-2626","0","0"
"23207","9","DEFAULT","KUJAWSKI CONSTRUCTION","1908 SHARPE'S LANE","","","BROCKVILLE","ON","K6V 5T1","CAN","613-802-4666","0","0"
"23332","A","DEFAULT","ANCAST INDUSTRIES LTD","1350 SASKATCHEWAN AVE","","","WINNIPEG","MB","R3E 0L2","CAN","204-786-7911","5000","3718"
"23337","5","DEFAULT","TRANSPORTATION TRURO","PO BOX 218","","","TRURO","NS","B2N 5C1","CAN","902-893-5755","3000","3000"
"23439","9","DEFAULT","PENTA TMR INC***ACCT CLOSED***","4480 PROGRESS DR","PO BOX 1630","","PETROLIA","ON","N0N 1R0","CAN","519-882-3350","0","0"
"23488","9","DEFAULT","FARMERS CO-OP***ACCT CLOSED***","PO BOX 8118","","","HALIFAX","NS","B3K 5Y6","CAN","902-835-3373","0","0"
"23490","A","DEFAULT","ANCO LTD","RR #5  CARDIGAN","1654 HWY #4","","BRIDGETOWN","PE","C0A 1G0","CAN","902-583-2211","1000","91"
"23528","9","DEFAULT","D & A COLLIS***ACCT CLOSED***","28533 WALCOTT RD","","","TELKWA","BC","V0J 2X2","CAN","250-846-9891","0","0"
"23621","9","DEFAULT","ELIAS WOODW***ACCT CLOSED***","C/O JAMIE THIESSEN","PO BOX 1659","275 BADGER AVE","WINKLER","MB","R6W 4B5","CAN","204-325-9962","0","0"
"23633","A","DEFAULT","CAA ATLANTIC LTD","330 JOHN SAVAGE AVE","","","DARTMOUTH","NS","B3B 0L7","CAN","902-468-6306","5000","2260"
"23635","9","DEFAULT","TRUEFOAM LIMITED","11 MOSHER DRIVE","","","DARTMOUTH","NS","B3B 1L8","CAN","902-468-5440","0","0"
"23751","A","DEFAULT","CONRAD BROTHERS LTD","PO BOX 2129","","","DARTMOUTH","NS","B2W 3Y2","CAN","902-434-3660","2000","1932"
"23754","A","DEFAULT","BRIDGEWATER METAL INDUSTRIES E","HWY 325 OAKHILL PO BOX 366","","","BRIDGEWATER","NS","B4V 2W9","CAN","902-543-2446","2000","1035"
"23833","A","DEFAULT","DEL WEST HYDRAULIC SERV LTD","16708 - 110 AVENUE","","","EDMONTON","AB","T5P 1G9","CAN","780-484-2176","2500","2500"
"23834","9","DEFAULT","GL *******ACCT CLOSED*****","6160 MORTON IND PARKWAY","","","WINDSOR","ON","N9J 3W3","CAN","519-734-7182","0","0"
"23994","9","DEFAULT","CONAKER EQUIP***CLOSED***","4507A -12TH ST SOUTH EST","","","CALGARY","AB","T2G 5P2","CAN","403-243-8377","0","0"
"24181","9","DEFAULT","TERRA MARINE***ACCT CLOSED***","41 BORDEN AVE","","","DARTMOUTH","NS","B3B 1C7","CAN","999-999-9999","0","0"
"24185","3","DEFAULT","TOLKO INDUSTRIES LTD","4280 HIGHWAY 6","","","LUMBY","BC","V0E 2G7","CAN","250-547-2111","2000","1212"
"24327","9","DEFAULT","WEBSTER FARM***ACCT CLOSED***","RR 5","","","THAMESVILLE","ON","N0P 2K0","CAN","519-692-3899","0","0"
"24392","A","DEFAULT","NAMCO MACHINE & POWERTRAIN","9168 35 AVE NW","","","EDMONTON","AB","T6E 6N9","CAN","780-463-5602","2000","1665"
"24640","9","DEFAULT","INGOT METAL CO LTD","111 FENMAR DRIVE","","","WESTON","ON","M9L 1M3","CAN","416-749-1372","0","0"
"24806","9","DEFAULT","SUNDOWN HOLD***ACCT CLOSED***","PO BOX 20211","RPO TOWNE CENTRE","","KELOWNA","BC","V1Y 9H2","CAN","250-767-2544","0","0"
"24807","9","DEFAULT","SCOTIA TECH FLUID**ACCT CLOSED","9-50 THORNHILL DR","","","DARTMOUTH","NS","B3B 1S1","CAN","902-468-2777","0","0"
"24918","A","DEFAULT","EAST LAKE WELDING LTD","UNIT 1","23 EAST LAKE CRESC","","NORTH EAST AIRDRIE","AB","T4A 2H5","CAN","403-948-2202","2500","2500"
"24936","9","DEFAULT","GOLDEN WINDOW***ACCT CLOSED***","888 GUELPH ST","","","KITCHENER","ON","N2H 5Z6","CAN","519-579-3810","0","0"
"24976","9","DEFAULT","GCR TIRE #46","42 ISNOR DR","","","DARTMOUTH","NS","B3B 1W3","CAN","902-468-8473","0","0"
"24980","9","DEFAULT","DYNEX MANUFAC***ACCT CLOSED***","PO BOX 218","","","FREDERICTON","NB","E3B 4Y9","CAN","506-458-9870","0","0"
"25008","9","DEFAULT","MALTEUROP CANADA LTD","ATTN: ACCOUNTS PAYABLE - MEC","3830 W GRANT STREET","","MILWAUKEE","WI","53207","USA","204-943-0741","0","0"
"25014","9","DEFAULT","KEEWATIN AIR LP","50 MOBERG WAY","","","WINNIPEG","MB","R3H 0A4","CAN","204-888-0100","0","0"
"25023","9","DEFAULT","MINISTRY OF HE**ACCT CLOSED**","ST THOMAS PSYCHIATRIC HOSPITAL","PO BOX 2004","","ST THOMAS","ON","N5P 3V9","CAN","519-631-8510","0","0"
"25047","9","DEFAULT","PARKS CANADA JASPER","PO BOX 10","1 COMPOUND ROAD","","JASPER","AB","T0E 1E0","CAN","780-852-6134","0","0"
"25143","5","DEFAULT","SOUTHWEST PROPERTIES LTD","BISHOP'S LANDING","1315 LOWER WATER ST","","HALIFAX","NS","B3J 0L4","CAN","902-422-6412","2000","1847"
"25263","9","DEFAULT","JACKAL TRADES INC","RR 1","","","ARVA","ON","N0M 1C0","CAN","519-661-0577","0","0"
"25350","9","DEFAULT","PRO SERV SERV**ACCT CLOSED**","4806 127B AVE NW","","","EDMONTON","AB","T5A 2M9","CAN","780-951-1850","0","0"
"25358","9","DEFAULT","NORBERTS MANUFACTURING LTD","PO BOX 280","","","GLENBORO","MB","R0K 0X0","CAN","204-827-2015","0","0"
"25428","5","DEFAULT","CASCADE ENERGY SERVICES L.P.","2 108 ELBOW DR NE","","","REDCLIFF","AB","T0J 2P0","CAN","403-223-4566","6000","3631"
"25495","5","DEFAULT","DYMECH ENGINEERING","1359 COKER ST","","","GREELY","ON","K4P 1A1","CAN","613-821-2917","2500","2500"
"25504","A","DEFAULT","NOVA MILLWRIGHTS LTD","11 FREEMAN ST., BOX 758","","","MIDDLETON","NS","B0S 1P0","CAN","902-825-2318","3000","3000"
