customer_number,status_1,customer_attention,customer_name,address_1,address_2,address_3,city,province,postal,country,phone,Company Email Address,Admin First Name,Admin Last Name,Admin Email Address,credit_limit,credit_available
10266,6,DEFAULT,EASTEND PARTS & SERVICE EX,PO BOX 582,,,MACGREGOR,MB,R0H 0R0,CAN,204-685-2837,AR10266@pal.ca,.,EASTEND PARTS & SERVICE EX,Admin10266@pal.ca,0,0
10276,A,DEFAULT,TATRA VENTURES LTD,PO BOX 685,,,DAWSON CITY,YT,Y0B 1G0,CAN,867-993-5602,AR10276@pal.ca,.,TATRA VENTURES LTD,Admin10276@pal.ca,1500,1500
10277,6,DEFAULT,WESTLAND CONC***ACCT CLOSED***,PO BOX 1677 STN MAIN,,,SWIFT CURRENT,SK,S9H 4G6,CAN,306-773-9580,AR10277@pal.ca,.,WESTLAND CONC***ACCT CLOSED***,Admin10277@pal.ca,0,0
10298,A,DEFAULT,VAN GIESSEN GROWERS INC,PO BOX 222,,,COALDALE,AB,T1M 1M3,CAN,403-345-2626,AR10298@pal.ca,.,VAN GIESSEN GROWERS INC,Admin10298@pal.ca,3000,3000
10299,5,DEFAULT,EVRAZ PLACE,PO BOX 167,,,REGINA,SK,S4P 2Z6,CAN,306-781-9200,AR10299@pal.ca,.,EVRAZ PLACE,Admin10299@pal.ca,2000,2000
10300,6,DEFAULT,WASTE MANAGEMENT OF,CANADA CORPORATION,290 EXETER RD,,LONDON,ON,N6L 1A3,CAN,519-652-1808,AR10300@pal.ca,.,WASTE MANAGEMENT OF,Admin10300@pal.ca,0,0
10402,6,DEFAULT,LAKESIDE INJECT**CLOSED*****,1105 ROLAND ST,,,THUNDER BAY,ON,P7B 5M5,CAN,807-625-5556,AR10402@pal.ca,.,LAKESIDE INJECT**CLOSED*****,Admin10402@pal.ca,0,0
10606,6,DEFAULT,IRONLINE COMPRESSION,11401 - 98 AVENUE,,,GRANDE PRAIRIE,AB,T8V 5S5,CAN,780-539-3535,AR10606@pal.ca,.,IRONLINE COMPRESSION,Admin10606@pal.ca,0,0
10618,5,DEFAULT,BLACK & MCDONALD DARTMOUTH,60 CUTLER AVE,,,DARTMOUTH,NS,B3B 0J6,CAN,902-468-3101,AR10618@pal.ca,.,BLACK & MCDONALD DARTMOUTH,Admin10618@pal.ca,1000,1000
10670,6,DEFAULT,GRAND & TOY WPG ***CLOSED***,1641 STEEL AVE,,,WINNIPEG,MB,R3T 5J1,CAN,204-487-5579,AR10670@pal.ca,.,GRAND & TOY WPG ***CLOSED***,Admin10670@pal.ca,0,0
10677,6,DEFAULT,CO-OP FEEDS***ACCT CLOSED***,1020 26 ST NE,,,CALGARY,AB,T2A 2M4,CAN,403-531-6659,AR10677@pal.ca,.,CO-OP FEEDS***ACCT CLOSED***,Admin10677@pal.ca,0,0
10886,5,DEFAULT,TURF CARE PROD,200 PONY DRIVE,,,NEWMARKET,ON,L3Y 7B6,CAN,905-836-0988,AR10886@pal.ca,.,TURF CARE PROD,Admin10886@pal.ca,2000,2000
10894,A,DEFAULT,PRAIRIELAND RENTAL & SALES,600 ALBERT ST,,,REGINA,SK,S4R 2P3,CAN,306-757-4775,AR10894@pal.ca,.,PRAIRIELAND RENTAL & SALES,Admin10894@pal.ca,2000,1948
10969,5,DEFAULT,CENTRE DE REPARATION M.S.,325 BOUL DE LA CITE-DES-JEUNES,,,VAUDREUIL-DORION,QC,J7V 0H3,CAN,450-455-4565,AR10969@pal.ca,.,CENTRE DE REPARATION M.S.,Admin10969@pal.ca,1000,1000
11137,6,DEFAULT,HALIFAX REGIONAL MUNICIPALITY,ACCOUNTS PAYABLE,BOX 1749 3RD FLOOR DUKE TOWER,,HALIFAX,NS,B3J 3A5,CAN,902-490-4141,AR11137@pal.ca,.,HALIFAX REGIONAL MUNICIPALITY,Admin11137@pal.ca,0,0
11141,A,DEFAULT,CARLETON PLACE THE TOWN OF,175 BRIDGE ST,,,CARLETON PLACE,ON,K7C 2V8,CAN,613-257-3920,AR11141@pal.ca,.,CARLETON PLACE THE TOWN OF,Admin11141@pal.ca,2500,2500
11153,6,DEFAULT,MACDONALD ST***ACCT CLOSED***,200 AVE RD,,,CAMBRIDGE,ON,N1R 8H5,CAN,519-620-0400,AR11153@pal.ca,.,MACDONALD ST***ACCT CLOSED***,Admin11153@pal.ca,0,0
11195,6,DEFAULT,LAWRENCE ****ACCT CLOSED****,10 HANGAR RD,,,SEGUIN,ON,P2A 2W8,CAN,705-378-4965,AR11195@pal.ca,.,LAWRENCE ****ACCT CLOSED****,Admin11195@pal.ca,0,0
11239,5,DEFAULT,GLENCOE GOLF & COUNTRY CLUB,31002 ELBOW RIVER DR SW,,,CALGARY,AB,T3Z 2T8,CAN,403-242-4019,AR11239@pal.ca,.,GLENCOE GOLF & COUNTRY CLUB,Admin11239@pal.ca,3000,3000
11246,6,DEFAULT,NUSSBAUMER'S MACH SHOP,PO BOX 118,HWY 602,,EMO,ON,P0W 1E0,CAN,807-482-2100,AR11246@pal.ca,.,NUSSBAUMER'S MACH SHOP,Admin11246@pal.ca,0,0
11247,5,DEFAULT,MUZEEN & BLYTHE LTD. EX,1221 INKSTER BLVD,,,WINNIPEG,MB,R2X 1P4,CAN,204-943-9519,AR11247@pal.ca,.,MUZEEN & BLYTHE LTD. EX,Admin11247@pal.ca,3500,3500
11248,5,DEFAULT,VP SYSTEMS LTD,101 1761 SEAN HEIGHTS,,,SAANICHTON,BC,V8M 0A5,CAN,250-652-6806,AR11248@pal.ca,.,VP SYSTEMS LTD,Admin11248@pal.ca,3000,3000
11294,6,DEFAULT,WESTERN PUMP***ACCT CLOSED***,PO BOX 39,,,NORRIS POINT,NL,A0K 3V0,CAN,709-458-2268,AR11294@pal.ca,.,WESTERN PUMP***ACCT CLOSED***,Admin11294@pal.ca,0,0
11405,6,DEFAULT,DAVEY AUTO BODY,427 YOUVILLE ST,,,WINNIPEG,MB,R2H 2T4,CAN,204-237-9328,AR11405@pal.ca,.,DAVEY AUTO BODY,Admin11405@pal.ca,0,0
11407,5,DEFAULT,SUPERIOR AGRI-SYSTEMS LTD EX,280 TRANSPORT RD,,,SUNNYSIDE,MB,R5R 0J5,CAN,204-233-8248,AR11407@pal.ca,.,SUPERIOR AGRI-SYSTEMS LTD EX,Admin11407@pal.ca,1000,1000
11489,A,DEFAULT,BEAVER MACHINE CORPORATION,250 HARRY WALKER PKWY N,UNIT 1,,NEWMARKET,ON,L3Y 7B4,CAN,905-836-4700,AR11489@pal.ca,.,BEAVER MACHINE CORPORATION,Admin11489@pal.ca,2000,2000
11596,6,DEFAULT,WOLVERINE GRP***ACCT CLOSED***,9515 - 62 AVENUE,,,EDMONTON,AB,T6E 0E1,CAN,780-435-3451,AR11596@pal.ca,.,WOLVERINE GRP***ACCT CLOSED***,Admin11596@pal.ca,0,0
11793,A,DEFAULT,G HART & SONS WELL DRILLING,PO BOX 850,,,FENELON FALLS,ON,K0M 1N0,CAN,705-887-3331,AR11793@pal.ca,.,G HART & SONS WELL DRILLING,Admin11793@pal.ca,2200,2200
11823,5,DEFAULT,QUINTEX SERVICES LTD,332 NASSAU ST N,,,WINNIPEG,MB,R3L 0R8,CAN,204-477-6600,AR11823@pal.ca,.,QUINTEX SERVICES LTD,Admin11823@pal.ca,1500,1500
11828,6,DEFAULT,NEILSON TRUCK***ACCT CLOSED***,PO BOX 267,430-2ND AVE SE,,WADENA,SK,S0A 4J0,CAN,306-338-3330,AR11828@pal.ca,.,NEILSON TRUCK***ACCT CLOSED***,Admin11828@pal.ca,0,0
11939,3,DEFAULT,MANITOBA JOCKEY CLUB INC,MANITOBA C/OASSINIBOIA DOWNS,3975 PORTAGE AVE,,WINNIPEG,MB,R3K 2E9,CAN,204-885-3330,AR11939@pal.ca,.,MANITOBA JOCKEY CLUB INC,Admin11939@pal.ca,3000,3000
11942,6,DEFAULT,AARON CONSTRUCION SERVICES LTD,2024 RUSHMAN RD,,,WINNIPEG,MB,R4A 9A8,CAN,204-582-7663,AR11942@pal.ca,.,AARON CONSTRUCION SERVICES LTD,Admin11942@pal.ca,0,0
11959,6,DEFAULT,DARTMOUTH NSF***ACCT CLOSED***,XXX,,,DARTMOUTH,NS,B3B 1H4,CAN,000-000-0000,AR11959@pal.ca,.,DARTMOUTH NSF***ACCT CLOSED***,Admin11959@pal.ca,0,0
11963,9,DEFAULT,BRANDT ENGINEERED PRODUCTS,302 MILL ST,PO BOX 1876 STN MAIN,,REGINA,SK,S4P 3E1,CAN,306-791-7557,AR11963@pal.ca,.,BRANDT ENGINEERED PRODUCTS,Admin11963@pal.ca,0,0
12051,5,DEFAULT,PROGRESSIVE AUTO PARTS LTD,PO BOX 45025,RPO REGENT,,WINNIPEG,MB,R2C 5C7,CAN,204-982-3010,AR12051@pal.ca,.,PROGRESSIVE AUTO PARTS LTD,Admin12051@pal.ca,4500,4500
12077,6,DEFAULT,TOMLINSON WAS***ACCT CLOSED***,5597 POWER ROAD,,,GLOUCESTER,ON,K1G 3N4,CAN,613-821-0478,AR12077@pal.ca,.,TOMLINSON WAS***ACCT CLOSED***,Admin12077@pal.ca,0,0
12223,A,DEFAULT,SILVER STREAK PRODUCTIONS LTD.,9543 GUNDERSON RD,,,DELTA,BC,V4C 4R9,CAN,604-880-0992,AR12223@pal.ca,.,SILVER STREAK PRODUCTIONS LTD.,Admin12223@pal.ca,1500,1500
12300,6,DEFAULT,RIVERSIDE***ACCT CLOSED***,2485 LANCASTER ROAD #5,,,GLOUCESTER,ON,K1B 5L1,CAN,613-999-9999,AR12300@pal.ca,.,RIVERSIDE***ACCT CLOSED***,Admin12300@pal.ca,0,0
12337,6,DEFAULT,HANDLEX ***ACCT CLOSED***,648 RUE ALBERT DE NIVERVILLE,,,DORVAL,QC,H4Y 1G6,CAN,514-906-0665,AR12337@pal.ca,.,HANDLEX ***ACCT CLOSED***,Admin12337@pal.ca,0,0
12352,6,DEFAULT,CUSTOM FINE METALS LTD.,3246 WHARTON WAY,,,MISSISSAUGA,ON,L4X 2C1,CAN,905-625-7784,AR12352@pal.ca,.,CUSTOM FINE METALS LTD.,Admin12352@pal.ca,0,0
12375,3,DEFAULT,LILYDALE-SOFINA EDMONTON,7727 127 AVE,,,EDMONTON,AB,T5C 1R9,CAN,780-435-3944,AR12375@pal.ca,.,LILYDALE-SOFINA EDMONTON,Admin12375@pal.ca,5000,5000
12454,6,DEFAULT,SD 51 ******ACCT CLOSED*****,PO BOX 640,,,GRAND FORKS,BC,V0H 1H0,CAN,250-442-8258,AR12454@pal.ca,.,SD 51 ******ACCT CLOSED*****,Admin12454@pal.ca,0,0
12457,9,DEFAULT,PRO TEK COATINGS LTD.,2021 DUGALD RD,,,WINNIPEG,MB,R2J 0H3,CAN,204-654-2986,AR12457@pal.ca,.,PRO TEK COATINGS LTD.,Admin12457@pal.ca,0,0
12539,6,DEFAULT,SOBEYS DIST**ACCT CLOSED**,105 NORTH FOORD STREET,,,STELLARTON,NS,B0K 1S0,CAN,902-752-8371,AR12539@pal.ca,.,SOBEYS DIST**ACCT CLOSED**,Admin12539@pal.ca,0,0
12557,6,DEFAULT,PCL CONSTRUCTORS WINNIPEG,1540 GAMBLE PL,,,WINNIPEG,MB,R3T 1N6,CAN,204-949-8900,AR12557@pal.ca,.,PCL CONSTRUCTORS WINNIPEG,Admin12557@pal.ca,0,0
12628,6,DEFAULT,FABRIS-MILA***ACCT CLOSED***,1035 ERIN ST,,,WINNIPEG,MB,R3G 2X1,CAN,204-783-7179,AR12628@pal.ca,.,FABRIS-MILA***ACCT CLOSED***,Admin12628@pal.ca,0,0
12792,6,DEFAULT,BIG RIVER ENTERPRISES,PO BOX 1506,,,REVELSTOKE,BC,V0E 2S0,CAN,250-837-2355,AR12792@pal.ca,.,BIG RIVER ENTERPRISES,Admin12792@pal.ca,0,0
12848,A,DEFAULT,RINTALA CONSTRUCTION,377 BLACK LAKE ROAD,,,LIVELY,ON,P3Y 1H8,CAN,705-692-3648,AR12848@pal.ca,.,RINTALA CONSTRUCTION,Admin12848@pal.ca,1000,1000
13078,A,DEFAULT,WALTER'S LANDSCAPING LTD,B-2686 STOUFFVILLE ROAD,,,STOUFFVILLE,ON,L4A 2J4,CAN,905-889-2691,AR13078@pal.ca,.,WALTER'S LANDSCAPING LTD,Admin13078@pal.ca,2000,2000
13149,5,DEFAULT,REGINA MOTOR PRODUCTS (1970) L,PO BOX 710,,,REGINA,SK,S4P 3A8,CAN,306-585-1770,AR13149@pal.ca,.,REGINA MOTOR PRODUCTS (1970) L,Admin13149@pal.ca,1000,1000
13214,6,DEFAULT,IMARK INC ***ACCT CLOSED***,14440 123 AVE NW,,,EDMONTON,AB,T5L 2Y3,CAN,780-448-8997,AR13214@pal.ca,.,IMARK INC ***ACCT CLOSED***,Admin13214@pal.ca,0,0
13225,3,DEFAULT,PRYOR METALS LTD,2623 FENTON ROAD,,,GLOUCESTER,ON,K1T 3T8,CAN,613-822-0953,AR13225@pal.ca,.,PRYOR METALS LTD,Admin13225@pal.ca,1000,1000
13294,6,DEFAULT,NOVA SCOTIA DEPT OF TRANS,107 C PERRIN DR,,,FALL RIVER,NS,B2T 1J6,CAN,902-861-1911,AR13294@pal.ca,.,NOVA SCOTIA DEPT OF TRANS,Admin13294@pal.ca,0,0
13387,A,DEFAULT,TUFTS MACHINING EX,PO BOX 328,,,SOURIS,MB,R0K 2C0,CAN,204-483-2274,AR13387@pal.ca,.,TUFTS MACHINING EX,Admin13387@pal.ca,2000,2000
13389,6,DEFAULT,WESTERN PLUMBING**ACCT CLOSED*,PO BOX 747,528 WINDMILL RD,,DARTMOUTH,NS,B2Y 3Z3,CAN,902-468-2437,AR13389@pal.ca,.,WESTERN PLUMBING**ACCT CLOSED*,Admin13389@pal.ca,0,0
13426,3,DEFAULT,OLORENSHAW FARM SERVICES LTD,PO BOX 130,200 3RD ST NW,,ESTON,SK,S0L 1A0,CAN,306-962-4177,AR13426@pal.ca,.,OLORENSHAW FARM SERVICES LTD,Admin13426@pal.ca,1500,1500
13444,3,DEFAULT,ROYAL OTTAWA GOLF CLUB,1405 AYLMER RD,,,GATINEAU,QC,J9H 7L2,CAN,819-777-3866,AR13444@pal.ca,.,ROYAL OTTAWA GOLF CLUB,Admin13444@pal.ca,1500,1500
13931,6,DEFAULT,LAMBTON KENT SCH BRD (CHATHAM),PO BOX 1000,,,CHATHAM,ON,N7M 5L7,CAN,519-354-3770,AR13931@pal.ca,.,LAMBTON KENT SCH BRD (CHATHAM),Admin13931@pal.ca,0,0
13944,A,DEFAULT,SOLLIO CO-OPERATIVE GROUP,225 INDUSTRIAL RD,,,OAK BLUFF,MB,R4G 0A5,CAN,204-895-9685,AR13944@pal.ca,.,SOLLIO CO-OPERATIVE GROUP,Admin13944@pal.ca,1500,1500
14469,6,DEFAULT,IMPERIAL PREC***ACCT CLOSED***,294 FIFTY ROAD,,,STONY CREEK,ON,L8E 5L1,CAN,905-643-4777,AR14469@pal.ca,.,IMPERIAL PREC***ACCT CLOSED***,Admin14469@pal.ca,0,0
14476,5,DEFAULT,FAIRLEY & STEVENS LTD,580 WINDMILL RD,,,DARTMOUTH,NS,B3B 1B5,CAN,902-463-1220,AR14476@pal.ca,.,FAIRLEY & STEVENS LTD,Admin14476@pal.ca,1500,1500
14820,5,DEFAULT,MERCEDES TEXTILES LTD,5838 CYPIHOT,,,VILLE SAINT LAURENT,QC,H4S 1Y5,CAN,514-335-4337,AR14820@pal.ca,.,MERCEDES TEXTILES LTD,Admin14820@pal.ca,4500,4500
15114,6,DEFAULT,ST VITAL CTR***ACCT CLOSED***,86-1225 ST MARYS RD,20 VIC MANAGEMENT INC,,WINNIPEG,MB,R2M 5E5,CAN,204-257-4449,AR15114@pal.ca,.,ST VITAL CTR***ACCT CLOSED***,Admin15114@pal.ca,0,0
15131,A,DEFAULT,G T WHOLESALE LTD,2480 WALKLEY ROAD,,,OTTAWA,ON,K1G 3R8,CAN,613-521-8222,AR15131@pal.ca,.,G T WHOLESALE LTD,Admin15131@pal.ca,3000,3000
15499,5,DEFAULT,RYKAR INDUSTRIES LTD,PO BOX 540,,,RED DEER,AB,T4N 5G1,CAN,403-358-3500,AR15499@pal.ca,.,RYKAR INDUSTRIES LTD,Admin15499@pal.ca,1000,1000
15539,5,DEFAULT,WOLF CREEK SCHOOL DIVISION #72,6000 HWY 2A,,,PONOKA,AB,T4J 1P6,CAN,403-783-3473,AR15539@pal.ca,.,WOLF CREEK SCHOOL DIVISION #72,Admin15539@pal.ca,1000,1000
15652,6,DEFAULT,MECANIQUE J ***ACCT CLOSED***,225 ROYAL ST,,,ST-JOACHIM,QC,G0A 3X0,CAN,418-827-5100,AR15652@pal.ca,.,MECANIQUE J ***ACCT CLOSED***,Admin15652@pal.ca,0,0
15670,6,DEFAULT,JCM ENTERPRISES,RR #2,,,KINCARDINE,ON,N2Z 2X4,CAN,519-395-4529,AR15670@pal.ca,.,JCM ENTERPRISES,Admin15670@pal.ca,0,0
15776,6,DEFAULT,GERMAIN JETTE MACHINERIES INC.,225 OXFORD,,,COWANSVILLE,QC,J2K 2M5,CAN,450-263-0858,AR15776@pal.ca,.,GERMAIN JETTE MACHINERIES INC.,Admin15776@pal.ca,0,0
15990,A,DEFAULT,CUTTING EDGE APPLIED TECHNOLOG,6 - THORNHILL DR,,,DARTMOUTH,NS,B3B 1S1,CAN,902-497-2320,AR15990@pal.ca,.,CUTTING EDGE APPLIED TECHNOLOG,Admin15990@pal.ca,5000,5000
15991,A,DEFAULT,SIEGER MECHANICAL MTNCE,80 BARBADOUS DR UNIT 29,,,SCARBOROUGH,ON,M1J 1K9,CAN,416-261-0084,AR15991@pal.ca,.,SIEGER MECHANICAL MTNCE,Admin15991@pal.ca,3000,3000
15999,6,DEFAULT,WOODLAND ECH***ACCT CLOSED***,PO BOX 59,3 VICTORIA ST,,MAGNETAWAN,ON,P0A 1P0,CAN,705-387-3866,AR15999@pal.ca,.,WOODLAND ECH***ACCT CLOSED***,Admin15999@pal.ca,0,0
16129,5,DEFAULT,ELMSDALE LANDSCAPING LTD,113 ELMSDALE RD,,,ELMSDALE,NS,B2S 1K7,CAN,902-883-2291,AR16129@pal.ca,.,ELMSDALE LANDSCAPING LTD,Admin16129@pal.ca,2500,2500
16167,A,DEFAULT,STERLING TRUCK & TRAILER SALES,LTD,2326 NORTH RIDGE DR,,SASKATOON,SK,S7L 1B9,CAN,306-242-7988,AR16167@pal.ca,.,STERLING TRUCK & TRAILER SALES,Admin16167@pal.ca,1000,1000
16231,6,DEFAULT,FORBES CHEV ***ACCT CLOSED***,580 PORTLAND ST,,,DARTMOUTH,NS,B2W 2M3,CAN,902-434-4000,AR16231@pal.ca,.,FORBES CHEV ***ACCT CLOSED***,Admin16231@pal.ca,0,0
16266,5,DEFAULT,ABRAM REFRIGERATION,1606 LONDON LINE,,,SARNIA,ON,N7W 1A8,CAN,519-542-3475,AR16266@pal.ca,.,ABRAM REFRIGERATION,Admin16266@pal.ca,2000,2000
16294,6,DEFAULT,AIR CANADA ***ACCT CLOSED***,C/O GSE DEPT,1 BELL BLVD COMP #1650,,ENFIELD,NS,B2T 1K2,CAN,902-873-2014,AR16294@pal.ca,.,AIR CANADA ***ACCT CLOSED***,Admin16294@pal.ca,0,0
16299,5,DEFAULT,EASTERN CANADA RESPONSE NS,41 MOUNT HOPE AE.,,,DARTMOUTH,NS,B2X 4R4,CAN,613-230-7369,AR16299@pal.ca,.,EASTERN CANADA RESPONSE NS,Admin16299@pal.ca,2000,2000
16323,6,DEFAULT,NATIONAL GYP***ACCT CLOSED***,1707 #2 HWY,,,MILFORD STN,NS,B0N 1Y0,CAN,902-758-3256,AR16323@pal.ca,.,NATIONAL GYP***ACCT CLOSED***,Admin16323@pal.ca,0,0
16399,6,DEFAULT,MERSEY SEAFOODS LTD,PO BOX 1290,,,LIVERPOOL,NS,B0T 1K0,CAN,902-354-3467,AR16399@pal.ca,.,MERSEY SEAFOODS LTD,Admin16399@pal.ca,0,0
16429,6,DEFAULT,LES POMMES DE TERRE ***ACCT CLOSED***,133 RTE 391,ATT:ALAIN AUDY,,ST EUGENE DE GUIGUES,QC,J0Z 3L0,CAN,819-785-3151,AR16429@pal.ca,.,LES POMMES DE TERRE ***ACCT CLOSED***,Admin16429@pal.ca,0,0
16430,6,DEFAULT,ORION BUS ***ACCT CLOSED***,350 HAZELHURST ROAD,,,MISSISSAUGA,ON,L5J 2Z7,CAN,905-403-1111,AR16430@pal.ca,.,ORION BUS ***ACCT CLOSED***,Admin16430@pal.ca,0,0
16436,6,DEFAULT,ONTARIO*****ACCT CLOSED****,RR 1 9630 HWY 17 E,,,BRUCE MINES,ON,P0R 1C0,CAN,705-785-3833,AR16436@pal.ca,.,ONTARIO*****ACCT CLOSED****,Admin16436@pal.ca,0,0
16441,3,DEFAULT,BIRD CONSTRUCTION WINNIPEG,1055 ERIN ST,,,WINNIPEG,MB,R3G 2X1,CAN,204-775-7141,AR16441@pal.ca,.,BIRD CONSTRUCTION WINNIPEG,Admin16441@pal.ca,3000,3000
16521,6,DEFAULT,KINDERSLEY CO***ACCT CLOSED***,PO BOX 2620,,,KINDERSLEY,SK,S0L 1S0,CAN,306-463-6669,AR16521@pal.ca,.,KINDERSLEY CO***ACCT CLOSED***,Admin16521@pal.ca,0,0
16565,5,DEFAULT,SOUTH THOMPSON MOTORS & RV EX,2449 ETC HWY,,,KAMLOOPS,BC,V2C 4A9,CAN,250-374-4949,AR16565@pal.ca,.,SOUTH THOMPSON MOTORS & RV EX,Admin16565@pal.ca,2000,2000
16620,3,DEFAULT,QUALITY CONCRETE,20 MACDONALD AVENUE,BURNSIDE INDUSTRIAL PARK,,DARTMOUTH,NS,B3B 1C5,CAN,902-468-9800,AR16620@pal.ca,.,QUALITY CONCRETE,Admin16620@pal.ca,2000,2000
16622,6,DEFAULT,HALIFAX WATER***ACCT CLOSED***,"PO BOX 8388, STATION ""A""",,,HALIFAX,NS,B3K 5M1,CAN,902-490-4813,AR16622@pal.ca,.,HALIFAX WATER***ACCT CLOSED***,Admin16622@pal.ca,0,0
16867,A,DEFAULT,KEN & BRENDA REGEHR FEED YARDS,4516 HULLCAR ROAD,,,ARMSTRONG,BC,V0E 1B4,CAN,250-546-6205,AR16867@pal.ca,.,KEN & BRENDA REGEHR FEED YARDS,Admin16867@pal.ca,3500,3500
16971,6,DEFAULT,TECHCAN SASK***ACCT CLOSED***,PO BOX 21060 2105 - 8TH ST.E,,,SASKATOON,SK,S7H 5N9,CAN,306-955-7220,AR16971@pal.ca,.,TECHCAN SASK***ACCT CLOSED***,Admin16971@pal.ca,0,0
17026,A,DEFAULT,HAWKEYE HOLDINGS LTD,3396 SEXSMITH ROAD,,,KELOWNA,BC,V1V 1L6,CAN,250-765-7007,AR17026@pal.ca,.,HAWKEYE HOLDINGS LTD,Admin17026@pal.ca,1000,1000
17171,6,DEFAULT,AFI HYDRO INC***ACCT CLOSED***,6 ADAMS ST,,,PARIS,ON,N3L 3X4,CAN,519-442-7884,AR17171@pal.ca,.,AFI HYDRO INC***ACCT CLOSED***,Admin17171@pal.ca,0,0
17201,6,DEFAULT,JIM FOGARTY H***ACCT CLOSED***,RR 1,,,KENSINGTON,PE,C0B 1M0,CAN,902-836-5391,AR17201@pal.ca,.,JIM FOGARTY H***ACCT CLOSED***,Admin17201@pal.ca,0,0
17221,6,DEFAULT,GULL LAKE RM***ACCT CLOSED***,PO BOX 58,,,GULL LAKE,SK,S0N 1A0,CAN,306-672-4430,AR17221@pal.ca,.,GULL LAKE RM***ACCT CLOSED***,Admin17221@pal.ca,0,0
17235,A,DEFAULT,BERNARDS WELDING LTD EX,96 SANDY HILL RD,RR #1,,BEDEQUE,PE,C0B 1C0,CAN,902-887-3334,AR17235@pal.ca,.,BERNARDS WELDING LTD EX,Admin17235@pal.ca,2000,2000
17265,6,DEFAULT,LARCHE INDUSTRIAL**CLOSED****,PO BOX 847,,,DIGBY,NS,B0V 1A0,CAN,902-245-2171,AR17265@pal.ca,.,LARCHE INDUSTRIAL**CLOSED****,Admin17265@pal.ca,0,0
17358,6,DEFAULT,BEISEKER VILLAGE**CLOSED***,PO BOX 349,,,BEISEKER,AB,T0M 0G0,CAN,403-947-3774,AR17358@pal.ca,.,BEISEKER VILLAGE**CLOSED***,Admin17358@pal.ca,0,0
17526,6,DEFAULT,LEONS FURNIT***ACCT CLOSED***,947 WHARNCLIFFE RD S,,,LONDON,ON,N6J 1L9,CAN,519-680-2111,AR17526@pal.ca,.,LEONS FURNIT***ACCT CLOSED***,Admin17526@pal.ca,0,0
17529,6,DEFAULT,R.I.*****ACCT CLOSED****,201 WEST BEAR POINT ROAD BEAR POINT,,,SHAG HARBOUR,NS,B0W 3B0,CAN,902-723-2380,AR17529@pal.ca,.,R.I.*****ACCT CLOSED****,Admin17529@pal.ca,0,0
17629,6,DEFAULT,RAPID *****ACCT CLOSED*****,1145 INDUSTRIAL DR,,,ARMSTRONG,BC,V0E 1B6,CAN,250-546-9676,AR17629@pal.ca,.,RAPID *****ACCT CLOSED*****,Admin17629@pal.ca,0,0
17782,A,DEFAULT,VALLEY DOOR SYSTEMS,1663 MAIN ST E,PO BOX 1696,,SWAN RIVER,MB,R0L 1Z0,CAN,204-734-3671,AR17782@pal.ca,.,VALLEY DOOR SYSTEMS,Admin17782@pal.ca,1000,1000
17789,3,DEFAULT,BLACK & MCDONALD EX WPG,401A WESTON ST,,,WINNIPEG,MB,R3E 3H4,CAN,204-786-5776,AR17789@pal.ca,.,BLACK & MCDONALD EX WPG,Admin17789@pal.ca,5000,5000
17851,A,DEFAULT,GENERAL WINDOW PRODUCTS,753 MARION ST,,,WINNIPEG,MB,R2J 0K6,CAN,204-233-4291,AR17851@pal.ca,.,GENERAL WINDOW PRODUCTS,Admin17851@pal.ca,2000,2000
17853,6,DEFAULT,AGF***ACCT CLOSED***,161 JOSEPH ZATZMAN,,,DARTMOUTH,NS,B3B 1M7,CAN,902-463-0101,AR17853@pal.ca,.,AGF***ACCT CLOSED***,Admin17853@pal.ca,0,0
17917,6,DEFAULT,VANDEN BUSS***ACCT CLOSED***,PO BOX 304,970 JAMES STREET (HWY #3 S),,DELHI,ON,N4B 2X1,CAN,519-582-2380,AR17917@pal.ca,.,VANDEN BUSS***ACCT CLOSED***,Admin17917@pal.ca,0,0
17918,A,DEFAULT,ASHBURN GOLF CLUB,PO BOX 22038,,,HALIFAX,NS,B3L 4T7,CAN,902-443-8260,AR17918@pal.ca,.,ASHBURN GOLF CLUB,Admin17918@pal.ca,1000,1000
17937,6,DEFAULT,G RICHARD DRILLING LTD,PO BOX 66,10 KM WEST OF SPIRIT RIVER HWY 49,,SPIRIT RIVER,AB,T0H 3G0,CAN,780-864-2339,AR17937@pal.ca,.,G RICHARD DRILLING LTD,Admin17937@pal.ca,0,0
17939,5,DEFAULT,TRANSPORTATION & COMM WINDSOR,PO BOX 160,,,WINDSOR,NS,B0N 2T0,CAN,902-798-2369,AR17939@pal.ca,.,TRANSPORTATION & COMM WINDSOR,Admin17939@pal.ca,2000,2000
17997,6,DEFAULT,J F R ENT***ACCT CLOSED****,BOX 19 GRP 5,RR 2,,DUGALD,MB,R0E 0K0,CAN,204-444-3193,AR17997@pal.ca,.,J F R ENT***ACCT CLOSED****,Admin17997@pal.ca,0,0
18038,A,DEFAULT,WO STINSON & SON,4726 BANK ST,,,GLOUCESTER,ON,K1T 3W7,CAN,613-822-7400,AR18038@pal.ca,.,WO STINSON & SON,Admin18038@pal.ca,2000,2000
